"UNICODE","P","D","L","V","LATITUDE","LONGITUDE"
"1.10.2.617B",1,10,"2","617B",-16.4037005824571,-71.5092801164108
"1.10.2.618A",1,10,"2","618A",-16.4037432438344,-71.5092153738478
"1.10.2.620A",1,10,"2","620A",-16.4038418011354,-71.5093710866338
"1.10.2.622A",1,10,"2","622A",-16.4038938683653,-71.5094413620251
"1.10.2.623A",1,10,"2","623A",-16.4039145014793,-71.5094914402273
"1.10.2.631A",1,10,"2","631A",-16.4040442532494,-71.5088087034065
"1.10.2.641A",1,10,"2","641A",-16.4044211297062,-71.5091406654505
"1.10.2.658A",1,10,"2","658A",-16.403066227254,-71.5108215954955
"1.10.2.666A",1,10,"2","666A",-16.4029367228893,-71.5103324997837
"1.10.2.676A",1,10,"2","676A",-16.4036203650181,-71.5101460899731
"1.10.2.681A",1,10,"2","681A",-16.4023252719683,-71.5113555074025
"1.10.2.699A",1,10,"2","699A",-16.4017787268664,-71.5102604544638
"1.10.2.699B",1,10,"2","699B",-16.4017787268664,-71.5102604544638
"1.10.2.700A",1,10,"2","700A",-16.4018978889542,-71.5101920791809
"1.10.2.700B",1,10,"2","700B",-16.4018978889542,-71.5101920791809
"1.10.2.702A",1,10,"2","702A",-16.4021391170857,-71.5103195755075
"1.10.2.702B",1,10,"2","702B",-16.4021391170857,-71.5103195755075
"1.10.2.703A",1,10,"2","703A",-16.4022366615942,-71.5104775485333
"1.10.2.707A",1,10,"2","707A",-16.401631304792,-71.5100060768877
"1.10.2.726A",1,10,"2","726A",-16.4020851290459,-71.5095134006809
"1.10.2.728A",1,10,"2","728A",-16.4019465924775,-71.5093055361968
"1.10.2.751A",1,10,"2","751A",-16.4025381121769,-71.509447354974
"1.10.2.760A",1,10,"2","760A",-16.4027049878739,-71.5096611595203
"1.10.2.771A",1,10,"2","771A",-16.4029046682272,-71.5099089194891
"1.10.2.786A",1,10,"2","786A",-16.4031131644846,-71.5087662418286
"1.10.2.788A",1,10,"2","788A",-16.4030230669412,-71.5086035227622
"1.10.2.788B",1,10,"2","788B",-16.4030230669412,-71.5086035227622
"1.10.2.820A",1,10,"2","820A",-16.4045339545252,-71.507619824743
"1.10.2.853A",1,10,"2","853A",-16.4053748085383,-71.5066290748568
"1.10.2.9A",1,10,"2","9A",-16.4036598496866,-71.5155201836807
"1.10.2.932A",1,10,"2","932A",-16.3999597107177,-71.5097335741934
"1.10.2.939A",1,10,"2","939A",-16.4006613637228,-71.509278611102
"1.10.2.946A",1,10,"2","946A",-16.4013623524704,-71.5090266676241
"1.10.2.951A",1,10,"2","951A",-16.3995859862192,-71.5094011053768
"1.10.2.953A",1,10,"2","953A",-16.3995953553913,-71.5096322802383
"1.10.2.954A",1,10,"2","954A",-16.3995939983742,-71.5097379158195
"1.10.2.954B",1,10,"2","954B",-16.3995939983742,-71.5097379158195
"1.10.2.956A",1,10,"2","956A",-16.3995766059713,-71.5099160226676
"1.10.2.956B",1,10,"2","956B",-16.3995766059713,-71.5099160226676
"1.10.2.961A",1,10,"2","961A",-16.3995768016961,-71.5103483528126
"1.10.2.961B",1,10,"2","961B",-16.3995768016961,-71.5103483528126
"1.10.2.966A",1,10,"2","966A",-16.3995633208257,-71.5107613847916
"1.10.2.966B",1,10,"2","966B",-16.3995633208257,-71.5107613847916
"1.10.2.979A",1,10,"2","979A",-16.3990790098857,-71.5099457039028
"1.10.2.990A",1,10,"2","990A",-16.3994017507737,-71.5091881476171
"1.10.2.995A",1,10,"2","995A",-16.3987779758136,-71.5098688839713
"1.10.3.100A",1,10,"3","100A",-16.3981893650503,-71.5103990174516
"1.10.3.109A",1,10,"3","109A",-16.3973003298542,-71.5102548437674
"1.10.3.14A",1,10,"3","14A",-16.3986023360542,-71.5108608245142
"1.10.3.141A",1,10,"3","141A",-16.396168743204,-71.5091119350434
"1.10.3.149A",1,10,"3","149A",-16.3961638883592,-71.5097051358989
"1.10.3.173A",1,10,"3","173A",-16.3954304831945,-71.5083456172511
"1.10.3.173B",1,10,"3","173B",-16.3954304831945,-71.5083456172511
"1.10.3.184A",1,10,"3","184A",-16.3952084804551,-71.5080991104723
"1.10.3.184B",1,10,"3","184B",-16.3952084804551,-71.5080991104723
"1.10.3.186A",1,10,"3","186A",-16.3950501416842,-71.5081556103438
"1.10.3.194A",1,10,"3","194A",-16.3948052206865,-71.5076553136897
"1.10.3.206A",1,10,"3","206A",-16.3950450813872,-71.5071255977342
"1.10.3.254A",1,10,"3","254A",-16.3950652881801,-71.5075348266831
"1.10.3.51A",1,10,"3","51A",-16.3966945343804,-71.5092802507744
"1.10.3.61A",1,10,"3","61A",-16.3962283810225,-71.5087510593938
"1.10.3.61B",1,10,"3","61B",-16.3962283810225,-71.5087510593938
"1.10.3.61C",1,10,"3","61C",-16.3962283810225,-71.5087510593938
"1.10.3.85A",1,10,"3","85A",-16.3974555299484,-71.5096781518431
"1.10.36.111A",1,10,"36","111A",-16.4024851917655,-71.4896027245614
"1.10.36.113A",1,10,"36","113A",-16.4024038835603,-71.4892910408491
"1.10.36.113B",1,10,"36","113B",-16.4024038835603,-71.4892910408491
"1.10.36.118A",1,10,"36","118A",-16.402309462834,-71.4892883070054
"1.10.36.128A",1,10,"36","128A",-16.4029651629567,-71.49005794843
"1.10.36.136A",1,10,"36","136A",-16.4022189764556,-71.4902671033665
"1.10.36.155A",1,10,"36","155A",-16.4020173017852,-71.4898265375409
"1.10.36.184A",1,10,"36","184A",-16.4016115441815,-71.4880171265271
"1.10.36.211A",1,10,"36","211A",-16.4010955915966,-71.4886878948092
"1.10.36.218A",1,10,"36","218A",-16.4008294143792,-71.4894806478752
"1.10.36.221A",1,10,"36","221A",-16.4005981178087,-71.4893506607625
"1.10.36.237A",1,10,"36","237A",-16.4008551450772,-71.4897286676553
"1.10.36.247A",1,10,"36","247A",-16.3999424407285,-71.4896317046496
"1.10.36.253A",1,10,"36","253A",-16.3997328477933,-71.489721690392
"1.10.36.255A",1,10,"36","255A",-16.3997149341751,-71.4899921151691
"1.10.36.260A",1,10,"36","260A",-16.3993762005826,-71.4898134604765
"1.10.36.261A",1,10,"36","261A",-16.3993768886686,-71.4897036708707
"1.10.36.261B",1,10,"36","261B",-16.3993768886686,-71.4897036708707
"1.10.36.261C",1,10,"36","261C",-16.3993768886686,-71.4897036708707
"1.10.36.264A",1,10,"36","264A",-16.3996117707613,-71.4896029679375
"1.10.36.266A",1,10,"36","266A",-16.3996435383123,-71.4893581625709
"1.10.36.268A",1,10,"36","268A",-16.399398161657,-71.4893420499659
"1.10.36.282A",1,10,"36","282A",-16.4003951083401,-71.4891969111023
"1.10.36.287A",1,10,"36","287A",-16.3999985499684,-71.4893905938541
"1.10.36.292A",1,10,"36","292A",-16.4004955424402,-71.4881850004682
"1.10.36.30A",1,10,"36","30A",-16.4042608147683,-71.489936977707
"1.10.36.340A",1,10,"36","340A",-16.3991462260858,-71.4884639353492
"1.10.36.345A",1,10,"36","345A",-16.3991641244219,-71.4893208053872
"1.10.36.369A",1,10,"36","369A",-16.399123864598,-71.489894118672
"1.10.36.370A",1,10,"36","370A",-16.3990566848103,-71.4898624681579
"1.10.36.374A",1,10,"36","374A",-16.3986519148701,-71.4897864200943
"1.10.36.380A",1,10,"36","380A",-16.3989903891781,-71.4895141427287
"1.10.36.412A",1,10,"36","412A",-16.3996351917555,-71.4904968314053
"1.10.36.448A",1,10,"36","448A",-16.3984181530245,-71.4914816622768
"1.10.36.453A",1,10,"36","453A",-16.3991765989987,-71.4916218580154
"1.10.36.482A",1,10,"36","482A",-16.400475194079,-71.49087677598
"1.10.36.497A",1,10,"36","497A",-16.4004070873132,-71.4905893331455
"1.10.36.504A",1,10,"36","504A",-16.400861688495,-71.4906019360795
"1.10.36.509A",1,10,"36","509A",-16.4005100473176,-71.4906480425697
"1.10.36.524A",1,10,"36","524A",-16.4017486935859,-71.4909448297801
"1.10.36.527A",1,10,"36","527A",-16.4013694720942,-71.4908289211861
"1.10.36.54A",1,10,"36","54A",-16.4031690700979,-71.4897586230467
"1.10.36.62A",1,10,"36","62A",-16.4030268071086,-71.4891088269433
"1.10.36.64A",1,10,"36","64A",-16.403230173572,-71.4889036578596
"1.10.37.1035A",1,10,"37","1035A",-16.3996449444316,-71.492970188858
"1.10.37.1053A",1,10,"37","1053A",-16.4002976114683,-71.4935963542307
"1.10.37.1054A",1,10,"37","1054A",-16.4002292680597,-71.4936018258036
"1.10.37.1078A",1,10,"37","1078A",-16.4006832112706,-71.4930098198002
"1.10.37.1078B",1,10,"37","1078B",-16.4006832112706,-71.4930098198002
"1.10.37.1086A",1,10,"37","1086A",-16.4008455175267,-71.4931589085358
"1.10.37.1091A",1,10,"37","1091A",-16.4004071774511,-71.4925482853644
"1.10.37.1110A",1,10,"37","1110A",-16.3998814725496,-71.4917771482743
"1.10.37.1146A",1,10,"37","1146A",-16.402225312203,-71.4912476207379
"1.10.37.1150A",1,10,"37","1150A",-16.4024431799636,-71.4907850616064
"1.10.37.1151A",1,10,"37","1151A",-16.4025564083211,-71.4906638878003
"1.10.37.1195A",1,10,"37","1195A",-16.4018462333122,-71.4922855044409
"1.10.37.12A",1,10,"37","12A",-16.4043770864658,-71.4988672202193
"1.10.37.1215A",1,10,"37","1215A",-16.4013093848773,-71.4933261981259
"1.10.37.1241A",1,10,"37","1241A",-16.4015523420893,-71.4930122990049
"1.10.37.1242A",1,10,"37","1242A",-16.4016353511084,-71.4929445445274
"1.10.37.1242B",1,10,"37","1242B",-16.4016353511084,-71.4929445445274
"1.10.37.1244A",1,10,"37","1244A",-16.4017243294235,-71.4928684364607
"1.10.37.1251A",1,10,"37","1251A",-16.4022010457026,-71.4924122972227
"1.10.37.1253A",1,10,"37","1253A",-16.4024160476496,-71.4922291796849
"1.10.37.1259A",1,10,"37","1259A",-16.4023482451918,-71.4928446242914
"1.10.37.1275A",1,10,"37","1275A",-16.4015636185707,-71.4936317001328
"1.10.37.1275B",1,10,"37","1275B",-16.4015636185707,-71.4936317001328
"1.10.37.1288A",1,10,"37","1288A",-16.4025466236299,-71.4932006532724
"1.10.37.1290A",1,10,"37","1290A",-16.4025607871106,-71.4934521213858
"1.10.37.1296A",1,10,"37","1296A",-16.4020281457755,-71.4938442165885
"1.10.37.1296B",1,10,"37","1296B",-16.4020281457755,-71.4938442165885
"1.10.37.1301A",1,10,"37","1301A",-16.4017753622356,-71.4940136346149
"1.10.37.1318A",1,10,"37","1318A",-16.4024204195515,-71.493822963476
"1.10.37.1346A",1,10,"37","1346A",-16.4028061995485,-71.4931956665216
"1.10.37.1392A",1,10,"37","1392A",-16.4029385948253,-71.4911706226662
"1.10.37.1403A",1,10,"37","1403A",-16.4030868439395,-71.492265599041
"1.10.37.1409A",1,10,"37","1409A",-16.4029597206762,-71.4926520219175
"1.10.37.1421A",1,10,"37","1421A",-16.4035602080609,-71.492171197981
"1.10.37.1422A",1,10,"37","1422A",-16.4035679972691,-71.4921171584044
"1.10.37.1432A",1,10,"37","1432A",-16.4039857646287,-71.4924084970403
"1.10.37.1432B",1,10,"37","1432B",-16.4039857646287,-71.4924084970403
"1.10.37.1445A",1,10,"37","1445A",-16.4035392853898,-71.4917800457392
"1.10.37.1446A",1,10,"37","1446A",-16.4035346163739,-71.4917277379559
"1.10.37.1473A",1,10,"37","1473A",-16.4041380207405,-71.4906884435855
"1.10.37.1489A",1,10,"37","1489A",-16.4045695090598,-71.490799720682
"1.10.37.1497A",1,10,"37","1497A",-16.4044865916406,-71.4913017817731
"1.10.37.1577A",1,10,"37","1577A",-16.4048594663014,-71.49243415968
"1.10.37.1585A",1,10,"37","1585A",-16.4050181995609,-71.4932401075448
"1.10.37.1602A",1,10,"37","1602A",-16.4055650706476,-71.4949884526534
"1.10.37.1618A",1,10,"37","1618A",-16.405223583622,-71.4934998278048
"1.10.37.1618B",1,10,"37","1618B",-16.405223583622,-71.4934998278048
"1.10.37.1618C",1,10,"37","1618C",-16.405223583622,-71.4934998278048
"1.10.37.1664A",1,10,"37","1664A",-16.4057507816608,-71.4971067732871
"1.10.37.17A",1,10,"37","17A",-16.4046861669445,-71.4991910110034
"1.10.37.1706A",1,10,"37","1706A",-16.4055989378274,-71.495991530537
"1.10.37.1750A",1,10,"37","1750A",-16.4052164482811,-71.4969553236761
"1.10.37.1774A",1,10,"37","1774A",-16.4046409959216,-71.4956878015645
"1.10.37.1777A",1,10,"37","1777A",-16.404810254101,-71.4955166809975
"1.10.37.1779A",1,10,"37","1779A",-16.4049689658824,-71.4955093337214
"1.10.37.179A",1,10,"37","179A",-16.4002790139097,-71.5010211973925
"1.10.37.1803A",1,10,"37","1803A",-16.4053268304824,-71.4992787052635
"1.10.37.1843A",1,10,"37","1843A",-16.4062973078138,-71.4983510821171
"1.10.37.187A",1,10,"37","187A",-16.3994926574939,-71.5006077174763
"1.10.37.1908A",1,10,"37","1908A",-16.4063579092198,-71.5000929210503
"1.10.37.1909A",1,10,"37","1909A",-16.4062354633056,-71.5001213533901
"1.10.37.1911A",1,10,"37","1911A",-16.4060413051918,-71.5002513523768
"1.10.37.1927A",1,10,"37","1927A",-16.405472589175,-71.4995434766051
"1.10.37.1959A",1,10,"37","1959A",-16.4056362403889,-71.5011811484671
"1.10.37.2005A",1,10,"37","2005A",-16.4062103940799,-71.5018545002395
"1.10.37.2016A",1,10,"37","2016A",-16.4054531031321,-71.5019016385132
"1.10.37.2017A",1,10,"37","2017A",-16.4055487001171,-71.5018423838766
"1.10.37.204A",1,10,"37","204A",-16.400263803102,-71.5001767468713
"1.10.37.218A",1,10,"37","218A",-16.4009228855635,-71.4998564296044
"1.10.37.237A",1,10,"37","237A",-16.4003833561127,-71.4985180142617
"1.10.37.239A",1,10,"37","239A",-16.4003428863965,-71.4983118097978
"1.10.37.239B",1,10,"37","239B",-16.4003428863965,-71.4983118097978
"1.10.37.253A",1,10,"37","253A",-16.4009170707699,-71.4995231059336
"1.10.37.258A",1,10,"37","258A",-16.3999508479387,-71.4998951799509
"1.10.37.268A",1,10,"37","268A",-16.4002570476409,-71.4994313040714
"1.10.37.296A",1,10,"37","296A",-16.3991063973286,-71.5002536442594
"1.10.37.305A",1,10,"37","305A",-16.3987204066058,-71.4999372096347
"1.10.37.327A",1,10,"37","327A",-16.3984895881009,-71.4982311925358
"1.10.37.335A",1,10,"37","335A",-16.3987992892464,-71.498908409579
"1.10.37.337A",1,10,"37","337A",-16.398808888664,-71.4990898601357
"1.10.37.346A",1,10,"37","346A",-16.3986751095613,-71.4997521603125
"1.10.37.351A",1,10,"37","351A",-16.3985653333415,-71.4991738134974
"1.10.37.354A",1,10,"37","354A",-16.3985056505788,-71.4988251670547
"1.10.37.355A",1,10,"37","355A",-16.3984596654453,-71.4987417884115
"1.10.37.359A",1,10,"37","359A",-16.3987866688922,-71.497917211797
"1.10.37.363A",1,10,"37","363A",-16.399190523014,-71.4976958886272
"1.10.37.372B",1,10,"37","372B",-16.3999052785352,-71.4969624133314
"1.10.37.374A",1,10,"37","374A",-16.399312812436,-71.4980508812456
"1.10.37.381A",1,10,"37","381A",-16.3992461850482,-71.4986654769334
"1.10.37.383A",1,10,"37","383A",-16.3990214158858,-71.4987277751611
"1.10.37.429A",1,10,"37","429A",-16.4008700352469,-71.497948524986
"1.10.37.43A",1,10,"37","43A",-16.4043507897285,-71.4996827562872
"1.10.37.430A",1,10,"37","430A",-16.4009107163303,-71.4980524200843
"1.10.37.445A",1,10,"37","445A",-16.3999852347248,-71.4975988226055
"1.10.37.45A",1,10,"37","45A",-16.403619303745,-71.5002077720336
"1.10.37.50A",1,10,"37","50A",-16.4032402253629,-71.500225523549
"1.10.37.500A",1,10,"37","500A",-16.4021081985753,-71.4985543450024
"1.10.37.573A",1,10,"37","573A",-16.4029969243559,-71.4987212418126
"1.10.37.584A",1,10,"37","584A",-16.4028255404872,-71.4992596433427
"1.10.37.59A",1,10,"37","59A",-16.4033547904018,-71.4994211444304
"1.10.37.598A",1,10,"37","598A",-16.4039069594407,-71.4981877456183
"1.10.37.60A",1,10,"37","60A",-16.4034552587004,-71.4993511799599
"1.10.37.60B",1,10,"37","60B",-16.4034552587004,-71.4993511799599
"1.10.37.625A",1,10,"37","625A",-16.4034367101944,-71.4980450417592
"1.10.37.625B",1,10,"37","625B",-16.4034367101944,-71.4980450417592
"1.10.37.640A",1,10,"37","640A",-16.4035084001511,-71.4975685536676
"1.10.37.645A",1,10,"37","645A",-16.4039705266172,-71.4973280684642
"1.10.37.647A",1,10,"37","647A",-16.4041366880497,-71.497239476886
"1.10.37.649A",1,10,"37","649A",-16.4043523591849,-71.4971253602656
"1.10.37.654A",1,10,"37","654A",-16.4044627162803,-71.4967786499701
"1.10.37.665A",1,10,"37","665A",-16.4039890372625,-71.4963582905227
"1.10.37.668A",1,10,"37","668A",-16.4039412009526,-71.496056052549
"1.10.37.69A",1,10,"37","69A",-16.402913142738,-71.5005347310246
"1.10.37.694A",1,10,"37","694A",-16.4026995805662,-71.4977104805672
"1.10.37.736A",1,10,"37","736A",-16.403704357833,-71.4958370070568
"1.10.37.779A",1,10,"37","779A",-16.404087909323,-71.4934706862474
"1.10.37.818A",1,10,"37","818A",-16.4015622070483,-71.4950942246101
"1.10.37.860A",1,10,"37","860A",-16.4019990538664,-71.4963446439567
"1.10.37.9A",1,10,"37","9A",-16.4043572443333,-71.4990939629818
"1.10.37.928A",1,10,"37","928A",-16.401073334057,-71.4963159045394
"1.10.37.930A",1,10,"37","930A",-16.4011798791854,-71.4964181079791
"1.10.37.935A",1,10,"37","935A",-16.4010803977144,-71.4968167025707
"1.10.37.986A",1,10,"37","986A",-16.4004627162169,-71.4947418191766
"1.10.37.991A",1,10,"37","991A",-16.4002362490102,-71.4944529356562
"1.10.37.992A",1,10,"37","992A",-16.4001209233876,-71.4944375225111
"1.10.38.1001A",1,10,"38","1001A",-16.4077478562828,-71.5059181484892
"1.10.38.1018A",1,10,"38","1018A",-16.4071931322541,-71.5051727881294
"1.10.38.1027A",1,10,"38","1027A",-16.4069592656857,-71.5043617991267
"1.10.38.1037A",1,10,"38","1037A",-16.406825909071,-71.5035812843413
"1.10.38.1042A",1,10,"38","1042A",-16.4070824008952,-71.5038718235976
"1.10.38.1042B",1,10,"38","1042B",-16.4070824008952,-71.5038718235976
"1.10.38.1048A",1,10,"38","1048A",-16.4073112818549,-71.5046936258238
"1.10.38.105A",1,10,"38","105A",-16.4105875895875,-71.5094689236745
"1.10.38.1053A",1,10,"38","1053A",-16.4074533004224,-71.5053702155215
"1.10.38.1053B",1,10,"38","1053B",-16.4074533004224,-71.5053702155215
"1.10.38.1060A",1,10,"38","1060A",-16.4061629008618,-71.5042713695177
"1.10.38.1100A",1,10,"38","1100A",-16.4074799420087,-71.5078062433226
"1.10.38.1117A",1,10,"38","1117A",-16.4080249358857,-71.5082468376751
"1.10.38.1155A",1,10,"38","1155A",-16.406873190452,-71.5092192427285
"1.10.38.1181A",1,10,"38","1181A",-16.4071327883982,-71.508904410751
"1.10.38.1188A",1,10,"38","1188A",-16.4073477710997,-71.5083867423889
"1.10.38.1189A",1,10,"38","1189A",-16.4074591287504,-71.5083104974888
"1.10.38.1221A",1,10,"38","1221A",-16.406297074308,-71.5086787190548
"1.10.38.1234A",1,10,"38","1234A",-16.4062546834003,-71.5082344416204
"1.10.38.1239A",1,10,"38","1239A",-16.4066417412776,-71.5079706979507
"1.10.38.124A",1,10,"38","124A",-16.4094332196882,-71.5109534452541
"1.10.38.1245A",1,10,"38","1245A",-16.4065885246987,-71.5077647181526
"1.10.38.1282A",1,10,"38","1282A",-16.4070247554344,-71.5073198157776
"1.10.38.1282B",1,10,"38","1282B",-16.4070247554344,-71.5073198157776
"1.10.38.1312A",1,10,"38","1312A",-16.405753180165,-71.507864322196
"1.10.38.1314A",1,10,"38","1314A",-16.4055978827616,-71.5080211023715
"1.10.38.1319A",1,10,"38","1319A",-16.4052875123648,-71.5075997915753
"1.10.38.1321A",1,10,"38","1321A",-16.4052786024334,-71.5074569056253
"1.10.38.1321B",1,10,"38","1321B",-16.4052786024334,-71.5074569056253
"1.10.38.1323A",1,10,"38","1323A",-16.4054023197593,-71.5075092837928
"1.10.38.1324A",1,10,"38","1324A",-16.405487116985,-71.5075976465679
"1.10.38.1326A",1,10,"38","1326A",-16.4057142059535,-71.5076037723295
"1.10.38.1327A",1,10,"38","1327A",-16.4058189375184,-71.5075369779929
"1.10.38.1330A",1,10,"38","1330A",-16.4062219179054,-71.5072305697911
"1.10.38.1338A",1,10,"38","1338A",-16.4061520934915,-71.5068545462965
"1.10.38.134A",1,10,"38","134A",-16.4096689679127,-71.5105694636142
"1.10.38.1345A",1,10,"38","1345A",-16.406686895124,-71.5062204907397
"1.10.38.1346A",1,10,"38","1346A",-16.4067677011804,-71.5061877504029
"1.10.38.1363A",1,10,"38","1363A",-16.4063578504629,-71.5055355275125
"1.10.38.1366A",1,10,"38","1366A",-16.4065354209639,-71.5058122960336
"1.10.38.1374A",1,10,"38","1374A",-16.406182246371,-71.5062893255473
"1.10.38.1376A",1,10,"38","1376A",-16.4060441202444,-71.506402976399
"1.10.38.139A",1,10,"38","139A",-16.410007927211,-71.5104124811223
"1.10.38.1400A",1,10,"38","1400A",-16.4061150725911,-71.5053906382145
"1.10.38.1401A",1,10,"38","1401A",-16.4060234757528,-71.5054271334797
"1.10.38.1435A",1,10,"38","1435A",-16.4055155710187,-71.5037541046969
"1.10.38.1439A",1,10,"38","1439A",-16.4058497002345,-71.5033722115764
"1.10.38.1442A",1,10,"38","1442A",-16.4061572827196,-71.5031870526932
"1.10.38.1444A",1,10,"38","1444A",-16.4063379404116,-71.5030444902152
"1.10.38.1454A",1,10,"38","1454A",-16.4060996227793,-71.5036962417192
"1.10.38.1457A",1,10,"38","1457A",-16.4058953508119,-71.5038272163004
"1.10.38.1467A",1,10,"38","1467A",-16.4057611473313,-71.5025169559709
"1.10.38.1476A",1,10,"38","1476A",-16.4059812846666,-71.5024400646448
"1.10.38.1480A",1,10,"38","1480A",-16.4062336152519,-71.5022056443751
"1.10.38.1492A",1,10,"38","1492A",-16.4066519888466,-71.5024909756898
"1.10.38.1514A",1,10,"38","1514A",-16.407211503354,-71.5025457625558
"1.10.38.1515A",1,10,"38","1515A",-16.4072452714268,-71.502626815168
"1.10.38.1515B",1,10,"38","1515B",-16.4072452714268,-71.502626815168
"1.10.38.1516A",1,10,"38","1516A",-16.4072765927838,-71.5027189177651
"1.10.38.1527A",1,10,"38","1527A",-16.407716078597,-71.5031283702528
"1.10.38.1531A",1,10,"38","1531A",-16.4075944964712,-71.5027876803637
"1.10.38.1532A",1,10,"38","1532A",-16.407546663248,-71.5027108959091
"1.10.38.1536A",1,10,"38","1536A",-16.4074202699186,-71.5023806380497
"1.10.38.1543A",1,10,"38","1543A",-16.407169253857,-71.501679076981
"1.10.38.1553A",1,10,"38","1553A",-16.4068084548687,-71.5006194787404
"1.10.38.1553B",1,10,"38","1553B",-16.4068084548687,-71.5006194787404
"1.10.38.1572A",1,10,"38","1572A",-16.4062743843792,-71.4991062946556
"1.10.38.1575A",1,10,"38","1575A",-16.4064725962884,-71.4990137853996
"1.10.38.1578A",1,10,"38","1578A",-16.4066802111609,-71.499161791847
"1.10.38.1579A",1,10,"38","1579A",-16.4067043623363,-71.499308825981
"1.10.38.1579B",1,10,"38","1579B",-16.4067043623363,-71.499308825981
"1.10.38.1579C",1,10,"38","1579C",-16.4067043623363,-71.499308825981
"1.10.38.1579D",1,10,"38","1579D",-16.4067043623363,-71.499308825981
"1.10.38.1579E",1,10,"38","1579E",-16.4067043623363,-71.499308825981
"1.10.38.162A",1,10,"38","162A",-16.4090968135173,-71.5104959326665
"1.10.38.1629A",1,10,"38","1629A",-16.4076892859481,-71.5018468242463
"1.10.38.1631A",1,10,"38","1631A",-16.407740561599,-71.5020615563096
"1.10.38.1631B",1,10,"38","1631B",-16.407740561599,-71.5020615563096
"1.10.38.1633A",1,10,"38","1633A",-16.4078658270696,-71.5024528200655
"1.10.38.1643A",1,10,"38","1643A",-16.4083674840457,-71.502802999946
"1.10.38.1645A",1,10,"38","1645A",-16.4080520980381,-71.5024574503536
"1.10.38.1646A",1,10,"38","1646A",-16.4080177325792,-71.5023295379728
"1.10.38.1671A",1,10,"38","1671A",-16.4075739223521,-71.5011989097111
"1.10.38.1698A",1,10,"38","1698A",-16.4071215578571,-71.4990935359965
"1.10.38.184A",1,10,"38","184A",-16.40872517273,-71.5106321656253
"1.10.38.186A",1,10,"38","186A",-16.4085075365803,-71.5107315436766
"1.10.38.188A",1,10,"38","188A",-16.4083052841198,-71.5108326652768
"1.10.38.206A",1,10,"38","206A",-16.4088606705185,-71.5104547846364
"1.10.38.207A",1,10,"38","207A",-16.4089737371588,-71.5108372907428
"1.10.38.212A",1,10,"38","212A",-16.4088528315391,-71.5112145125881
"1.10.38.218A",1,10,"38","218A",-16.4084474892932,-71.5113727947536
"1.10.38.226A",1,10,"38","226A",-16.40806624067,-71.5111933321381
"1.10.38.237A",1,10,"38","237A",-16.4078700610184,-71.5113767700873
"1.10.38.241A",1,10,"38","241A",-16.4078180423244,-71.5116543355363
"1.10.38.275A",1,10,"38","275A",-16.4069991643369,-71.511350833586
"1.10.38.276A",1,10,"38","276A",-16.406879035588,-71.5114335002154
"1.10.38.278A",1,10,"38","278A",-16.406792727053,-71.5110800980034
"1.10.38.289A",1,10,"38","289A",-16.4075709427343,-71.5104799823973
"1.10.38.29A",1,10,"38","29A",-16.4072773756773,-71.5128115545813
"1.10.38.308A",1,10,"38","308A",-16.4073702904701,-71.5102166277621
"1.10.38.313A",1,10,"38","313A",-16.4078292571874,-71.5102321599619
"1.10.38.340A",1,10,"38","340A",-16.4088396113483,-71.5095720162792
"1.10.38.340B",1,10,"38","340B",-16.4088396113483,-71.5095720162792
"1.10.38.341A",1,10,"38","341A",-16.4089030665868,-71.5095678443262
"1.10.38.341B",1,10,"38","341B",-16.4089030665868,-71.5095678443262
"1.10.38.349A",1,10,"38","349A",-16.4093579985834,-71.5093478830155
"1.10.38.352A",1,10,"38","352A",-16.4095399690086,-71.5092875120334
"1.10.38.36A",1,10,"38","36A",-16.4089632947276,-71.5126455471504
"1.10.38.364A",1,10,"38","364A",-16.4101699882547,-71.5093194849325
"1.10.38.365A",1,10,"38","365A",-16.41018472853,-71.5093696726083
"1.10.38.378A",1,10,"38","378A",-16.4090603708397,-71.5098483434269
"1.10.38.378B",1,10,"38","378B",-16.4090603708397,-71.5098483434269
"1.10.38.379A",1,10,"38","379A",-16.4103678981533,-71.5093320881742
"1.10.38.387A",1,10,"38","387A",-16.4105722687129,-71.50884555446
"1.10.38.419A",1,10,"38","419A",-16.4088170626103,-71.5093367261527
"1.10.38.425A",1,10,"38","425A",-16.4090167320878,-71.5088899052433
"1.10.38.430A",1,10,"38","430A",-16.4093432555081,-71.5087675307112
"1.10.38.438A",1,10,"38","438A",-16.4098296114974,-71.5085521178555
"1.10.38.449A",1,10,"38","449A",-16.4082418555833,-71.5095234278929
"1.10.38.45A",1,10,"38","45A",-16.41019092733,-71.5121406978982
"1.10.38.464A",1,10,"38","464A",-16.4080514454709,-71.5092984650835
"1.10.38.465A",1,10,"38","465A",-16.40812855671,-71.5092856601917
"1.10.38.502A",1,10,"38","502A",-16.4093162816496,-71.508117394074
"1.10.38.521A",1,10,"38","521A",-16.4089728583099,-71.5085808461891
"1.10.38.532A",1,10,"38","532A",-16.4103749228221,-71.5076055600642
"1.10.38.552A",1,10,"38","552A",-16.4105525635067,-71.5072834052487
"1.10.38.599A",1,10,"38","599A",-16.409025147568,-71.5075434618813
"1.10.38.600A",1,10,"38","600A",-16.4091141145454,-71.5074988616303
"1.10.38.629A",1,10,"38","629A",-16.4097001766061,-71.5066610623493
